"Protein.Group.","Protein.Accession..","Protein.Description","GN","PSM.","Total.Peptide.","Unique.Peptide.","X..Coverage","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SJPG0103128.001","sp|Q9NQX3|GEPH_HUMAN","Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1","GPHN",86,32,0,57.61,0.489841475121398,20.0904681919478,3.13778194687731,0.00481454363973859,0.0623464767119473,-2.39564258542234
"SJPG0102647.001","sp|P06744|G6PI_HUMAN","Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4","GPI",514,41,0,56.45,0.00565223302767137,23.4374240534566,0.020071326242321,0.984168864198359,0.992744042116061,-6.53986282423965
"SJPG0105465.001","sp|Q92917|GPKOW_HUMAN","G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2","GPKOW",9,6,6,18.07,0.121487227781753,16.6727090411054,1.50654956102397,0.146265881306254,0.378663543909877,-5.4352111250721
"SJPG0100203.001","sp|P51674|GPM6A_HUMAN","Neuronal membrane glycoprotein M6-a OS=Homo sapiens OX=9606 GN=GPM6A PE=1 SV=2","GPM6A",58,10,0,29.14,-0.0413158533609383,21.2784628749783,-0.233970777229531,0.81718870250206,0.920720101620332,-6.51206489524184
"SJPG0101512.001","sp|Q13491|GPM6B_HUMAN","Neuronal membrane glycoprotein M6-b OS=Homo sapiens OX=9606 GN=GPM6B PE=1 SV=2","GPM6B",30,6,0,13.96,-0.172964668109024,21.1671769588763,-1.0208899473165,0.318491547741959,0.578249478613441,-6.01883371671276
"SJPG0105975.001","sp|Q9HCN4|GPN1_HUMAN","GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1","GPN1",4,4,0,16.84,-0.013803474579321,15.4266726576932,-0.142418191489516,0.8880564287225,0.953085101817723,-6.52968477202338
"SJPG0107585.001","sp|Q14956|GPNMB_HUMAN","Transmembrane glycoprotein NMB OS=Homo sapiens OX=9606 GN=GPNMB PE=1 SV=2","GPNMB",45,3,0,4.72,1.72458667588941,21.2980113867666,9.5873938381558,2.79282692076242e-09,2.05462178241471e-06,11.3569105482231
"SJPG0108879.001","sp|Q7Z3F1|GP155_HUMAN","Integral membrane protein GPR155 OS=Homo sapiens OX=9606 GN=GPR155 PE=2 SV=2","GPR155",5,3,0,3.1,0.375977675776497,17.546937348416,3.92860036270359,0.000726566806785555,0.0193686012087602,-0.600233428173865
"SJPG0102492.001","sp|Q5T848|GP158_HUMAN","Probable G-protein coupled receptor 158 OS=Homo sapiens OX=9606 GN=GPR158 PE=1 SV=1","GPR158",14,10,9,8.31,0.0747523610053662,18.0163210367508,0.662136080819101,0.514816267052106,0.742073209898084,-6.31777117119797
"SJPG0103729.001","sp|Q16538|GP162_HUMAN","Probable G-protein coupled receptor 162 OS=Homo sapiens OX=9606 GN=GPR162 PE=1 SV=1","GPR162",10,7,0,13.61,0.319088143469106,16.8831140413323,2.84723218689438,0.00941874856974217,0.088023189071041,-3.02167355002065
"SJPG0108731.001","sp|Q86V85|GP180_HUMAN","Integral membrane protein GPR180 OS=Homo sapiens OX=9606 GN=GPR180 PE=2 SV=1","GPR180",1,1,1,2.27,-0.152132396995537,16.4055506787314,-1.4378123405221,0.164673651404013,0.403831943602778,-5.52931704679538
"SJPG0104053.001","sp|O60883|G37L1_HUMAN","G-protein coupled receptor 37-like 1 OS=Homo sapiens OX=9606 GN=GPR37L1 PE=1 SV=2","GPR37L1",16,3,3,5.2,0.209666888705325,18.4328332626594,1.53996385065574,0.137945149666172,0.367640177660785,-5.38818265525148
"SJPG0115058.001","sp|Q9BZJ7|GPR62_HUMAN","G-protein coupled receptor 62 OS=Homo sapiens OX=9606 GN=GPR62 PE=1 SV=2","GPR62",10,2,2,8.42,-0.361023636580814,16.531875473256,-1.7657626471842,0.091424843110253,0.300471914940223,-5.04940670304809
"SJPG0106632.001","sp|B7ZAQ6|GPHRA_HUMAN","Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2","GPR89A",11,6,0,15.38,0.0368212390133777,18.7000908713523,0.374977853016837,0.711296556286344,0.865776283591347,-6.46828252079253
"SJPG0108332.001","sp|Q5JY77|GASP1_HUMAN","G-protein coupled receptor-associated sorting protein 1 OS=Homo sapiens OX=9606 GN=GPRASP1 PE=1 SV=3","GPRASP1",25,14,10,10.39,0.357372363488093,18.2442744449121,2.24541916766806,0.0352066474732111,0.182981526220617,-4.22190059707913
"SJPG0104631.001","sp|Q96D09|GASP2_HUMAN","G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens OX=9606 GN=GPRASP2 PE=1 SV=1","GPRASP2",34,19,15,25.06,0.394531844629665,19.3572923660011,2.15564173580562,0.0424077686650176,0.201293818787413,-4.38677575228437
"SJPG0101263.001","sp|Q9NZH0|GPC5B_HUMAN","G-protein coupled receptor family C group 5 member B OS=Homo sapiens OX=9606 GN=GPRC5B PE=2 SV=2","GPRC5B",8,5,0,8.44,0.146727426773371,18.1802269836873,1.10823060999719,0.279827565741391,0.536725768076277,-5.92838755371176
"SJPG0115072.001","sp|Q5T6X5|GPC6A_HUMAN","G-protein coupled receptor family C group 6 member A OS=Homo sapiens OX=9606 GN=GPRC6A PE=1 SV=1","GPRC6A",2,2,0,1.84,0.219358899965798,16.8662599950767,1.67000975199357,0.10920052852515,0.328084540626346,-5.19742445432844
"SJPG0100742.001","sp|Q7Z2K8|GRIN1_HUMAN","G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens OX=9606 GN=GPRIN1 PE=1 SV=2","GPRIN1",96,41,10,44.34,0.16333938091292,20.2384497141535,1.24238769915206,0.227279179858439,0.478956082261039,-5.77669799332517
"SJPG0103840.001","sp|Q6ZVF9|GRIN3_HUMAN","G protein-regulated inducer of neurite outgrowth 3 OS=Homo sapiens OX=9606 GN=GPRIN3 PE=2 SV=2","GPRIN3",2,1,0,0.9,0.153424282554532,18.7554758190331,1.35090038080136,0.190569140439246,0.437334316608945,-5.64309366616454
"SJPG0102423.001","sp|Q13098|CSN1_HUMAN","COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4","GPS1",84,22,0,44.19,-0.0681457026525365,19.8516234579676,-0.576960481098046,0.569870809658825,0.780072917893976,-6.37087340402175
"SJPG0115073.001","sp|Q13227|GPS2_HUMAN","G protein pathway suppressor 2 OS=Homo sapiens OX=9606 GN=GPS2 PE=1 SV=3","GPS2",4,2,0,4.89,0.00165168220670964,16.3620427963875,0.0205332480515507,0.983804579140461,0.992744042116061,-6.53985321715756
"SJPG0103265.001","sp|Q86YR5|GPSM1_HUMAN","G-protein-signaling modulator 1 OS=Homo sapiens OX=9606 GN=GPSM1 PE=1 SV=2","GPSM1",157,39,0,63.26,0.209522121981578,20.7603031587578,1.2815609510337,0.213446964678305,0.465070394861623,-5.72956974435859
"SJPG0107806.001","sp|P81274|GPSM2_HUMAN","G-protein-signaling modulator 2 OS=Homo sapiens OX=9606 GN=GPSM2 PE=1 SV=3","GPSM2",22,6,3,11.7,0.281305170829391,19.3949489555074,1.54232981966106,0.137371071240077,0.367081209642489,-5.38482136728715
"SJPG0103423.001","sp|P24298|ALAT1_HUMAN","Alanine aminotransferase 1 OS=Homo sapiens OX=9606 GN=GPT PE=1 SV=3","GPT",1,1,0,1.61,-0.182201140483581,16.4946869496984,-1.05867949598599,0.301324182318622,0.558821762294765,-5.98051992278877
"SJPG0104494.001","sp|Q8TD30|ALAT2_HUMAN","Alanine aminotransferase 2 OS=Homo sapiens OX=9606 GN=GPT2 PE=1 SV=1","GPT2",11,6,0,11.28,-0.130102075083805,16.8366107325292,-0.852012053961697,0.403461170554682,0.655080943943187,-6.17441052379606
"SJPG0101880.001","sp|P07203|GPX1_HUMAN","Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4","GPX1",25,9,1,61.08,0.158202741398256,18.1072482234247,1.28612577350687,0.211878271483845,0.463411994782018,-5.72399622404595
"SJPG0100447.001","sp|P36969|GPX4_HUMAN","Phospholipid hydroperoxide glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=3","GPX4",66,13,0,52.79,-0.108476895229181,21.2461172108144,-0.759602490007039,0.455620247528258,0.696819688427633,-6.24843853158003
"SJPG0106687.001","sp|Q96CP6|ASTRA_HUMAN","Protein Aster-A OS=Homo sapiens OX=9606 GN=GRAMD1A PE=1 SV=2","GRAMD1A",11,6,0,10.36,0.197896686775969,17.1243703411883,1.80496833334874,0.0848978425152268,0.288811599670364,-4.98702572559448
"SJPG0103716.001","sp|Q3KR37|ASTRB_HUMAN","Protein Aster-B OS=Homo sapiens OX=9606 GN=GRAMD1B PE=1 SV=1","GRAMD1B",29,21,0,29.95,0.200666701468396,18.884562813543,2.00537163184478,0.0574809543191138,0.239907432667443,-4.65291667254454
"SJPG0106250.001","sp|Q8IYS0|ASTRC_HUMAN","Protein Aster-C OS=Homo sapiens OX=9606 GN=GRAMD1C PE=1 SV=2","GRAMD1C",5,3,0,2.27,0.184288410140905,17.2519913666005,1.61848254288492,0.119922325795745,0.344082399513424,-5.27445410424833
"SJPG0102192.001","sp|Q96HH9|GRM2B_HUMAN","GRAM domain-containing protein 2B OS=Homo sapiens OX=9606 GN=GRAMD2B PE=1 SV=1","GRAMD2B",12,7,0,21.76,0.020225964220387,18.1743959648771,0.140311651250295,0.889700800146498,0.953887150234922,-6.52998955603165
"SJPG0106010.001","sp|Q6IC98|GRAM4_HUMAN","GRAM domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GRAMD4 PE=1 SV=1","GRAMD4",14,8,7,13.67,-0.0126707930436467,17.5118436675692,-0.101922341093433,0.919749047677012,0.965776600972915,-6.53474944212679
"SJPG0108627.001","sp|Q13322|GRB10_HUMAN","Growth factor receptor-bound protein 10 OS=Homo sapiens OX=9606 GN=GRB10 PE=1 SV=2","GRB10",33,15,0,30.47,0.0967866806536009,18.476490756794,0.761306849705931,0.454622756551499,0.69616251505716,-6.24714574477001
"SJPG0109923.001","sp|Q14449|GRB14_HUMAN","Growth factor receptor-bound protein 14 OS=Homo sapiens OX=9606 GN=GRB14 PE=1 SV=2","GRB14",5,5,1,11.11,0.0066061240586528,15.140512282611,0.0594786381174821,0.95311220686352,0.980827605350869,-6.53825723949112
"SJPG0101403.001","sp|P62993|GRB2_HUMAN","Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1","GRB2",27,10,2,45.16,-0.0339214238523553,19.4595314116725,-0.353447018123682,0.727144994080611,0.873063327984204,-6.47626639833772
"SJPG0115087.001","sp|O60565|GREM1_HUMAN","Gremlin-1 OS=Homo sapiens OX=9606 GN=GREM1 PE=1 SV=1","GREM1",2,2,0,15.76,1.33815906418589,16.3536763461055,5.47280141155016,1.7374492002017e-05,0.00180413415521896,3.00282042835157
"SJPG0107742.001","sp|Q9H772|GREM2_HUMAN","Gremlin-2 OS=Homo sapiens OX=9606 GN=GREM2 PE=1 SV=1","GREM2",4,2,2,19.64,0.404479107725802,17.0800473184459,3.16833880888731,0.00448209238085388,0.0600055122077571,-2.32845883412513
"SJPG0101993.001","sp|Q9UBQ7|GRHPR_HUMAN","Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1","GRHPR",75,20,0,63.11,-0.373971038025775,20.4205266700575,-1.8518125530879,0.0776311893444039,0.276607223158637,-4.9111777486521
"SJPG0102997.001","sp|P42261|GRIA1_HUMAN","Glutamate receptor 1 OS=Homo sapiens OX=9606 GN=GRIA1 PE=1 SV=2","GRIA1",106,29,0,33.55,0.101816195301151,21.0361336963922,0.643819616784527,0.526401604623214,0.750165283983316,-6.32978406907718
"SJPG0101427.001","sp|P42262|GRIA2_HUMAN","Glutamate receptor 2 OS=Homo sapiens OX=9606 GN=GRIA2 PE=1 SV=3","GRIA2",204,44,0,51.42,0.155149008402407,21.602894072716,1.00627682939851,0.32531062949966,0.584808209964517,-6.03331113538663
"SJPG0101739.001","sp|P42263|GRIA3_HUMAN","Glutamate receptor 3 OS=Homo sapiens OX=9606 GN=GRIA3 PE=1 SV=2","GRIA3",106,30,0,36.8,0.281185959848244,21.2968305730131,1.78348718527255,0.0884223766267081,0.294912564197307,-5.02133026731735
"SJPG0103522.001","sp|P48058|GRIA4_HUMAN","Glutamate receptor 4 OS=Homo sapiens OX=9606 GN=GRIA4 PE=1 SV=2","GRIA4",67,24,4,27.05,0.209824550264806,20.7027200783569,1.89031667455657,0.0720699799043628,0.266440990549072,-4.84778527043884
"SJPG0105497.001","sp|Q9ULK0|GRID1_HUMAN","Glutamate receptor ionotropic, delta-1 OS=Homo sapiens OX=9606 GN=GRID1 PE=2 SV=2","GRID1",7,6,3,5.25,0.038234793319603,16.5260097534226,0.517831089282104,0.609786298247482,0.803735494413962,-6.40357203115178
"SJPG0108917.001","sp|O43424|GRID2_HUMAN","Glutamate receptor ionotropic, delta-2 OS=Homo sapiens OX=9606 GN=GRID2 PE=1 SV=2","GRID2",21,12,0,17.18,0.0130321548736205,17.3656011331432,0.109155919924636,0.914076347173855,0.963997568906316,-6.53396776616027
"SJPG0110765.001","sp|A4D2P6|GRD2I_HUMAN","Delphilin OS=Homo sapiens OX=9606 GN=GRID2IP PE=3 SV=2","GRID2IP",3,3,3,3.8,0.273860728527508,15.6554802814429,2.31370140457022,0.0304968709591739,0.169800438891159,-4.09373879877852
"SJPG0106334.001","sp|Q13002|GRIK2_HUMAN","Glutamate receptor ionotropic, kainate 2 OS=Homo sapiens OX=9606 GN=GRIK2 PE=1 SV=1","GRIK2",12,8,0,10.24,0.234080988885772,17.5239529636213,1.62205978905323,0.119150458270022,0.342805734460061,-5.26916696075426
"SJPG0107027.001","sp|Q13003|GRIK3_HUMAN","Glutamate receptor ionotropic, kainate 3 OS=Homo sapiens OX=9606 GN=GRIK3 PE=2 SV=3","GRIK3",4,3,0,4.68,-0.0519175766368196,16.0084100128914,-0.630281414348273,0.535055432812308,0.756936471253743,-6.33845474435788
"SJPG0109154.001","sp|Q16478|GRIK5_HUMAN","Glutamate receptor ionotropic, kainate 5 OS=Homo sapiens OX=9606 GN=GRIK5 PE=2 SV=2","GRIK5",4,3,0,3.27,0.381503492066084,16.1608390316951,3.07302435876095,0.00559968101609585,0.0671360543599337,-2.53723580359592
"SJPG0102300.001","sp|Q05586|NMDZ1_HUMAN","Glutamate receptor ionotropic, NMDA 1 OS=Homo sapiens OX=9606 GN=GRIN1 PE=1 SV=1","GRIN1",173,40,0,38.81,0.442949988900224,20.9120096050097,2.40179602772965,0.0252755269152596,0.152422051967409,-3.92504394199699
"SJPG0103510.001","sp|Q12879|NMDE1_HUMAN","Glutamate receptor ionotropic, NMDA 2A OS=Homo sapiens OX=9606 GN=GRIN2A PE=1 SV=1","GRIN2A",96,38,0,29.92,0.611511325899524,19.6322449352967,3.93466474287452,0.000715954875653266,0.0193125141109124,-0.586139670845772
"SJPG0102378.001","sp|Q13224|NMDE2_HUMAN","Glutamate receptor ionotropic, NMDA 2B OS=Homo sapiens OX=9606 GN=GRIN2B PE=1 SV=3","GRIN2B",249,55,52,37.94,0.479117071368751,21.3550530237586,2.16119476414838,0.041926307149229,0.200207586326153,-4.37670119453169
"SJPG0115090.001","sp|Q14957|NMDE3_HUMAN","Glutamate receptor ionotropic, NMDA 2C OS=Homo sapiens OX=9606 GN=GRIN2C PE=1 SV=3","GRIN2C",16,4,0,2.27,0.491773907955519,20.0266239278058,1.82736630854089,0.0813529450474803,0.283474324018114,-4.95093651804213
"SJPG0110713.001","sp|O15399|NMDE4_HUMAN","Glutamate receptor ionotropic, NMDA 2D OS=Homo sapiens OX=9606 GN=GRIN2D PE=1 SV=2","GRIN2D",14,4,2,3.14,0.506337831177618,20.0501726770204,1.99075119804278,0.0591765905691717,0.242739791939683,-4.67812070085963
"SJPG0103156.001","sp|Q9Y3R0|GRIP1_HUMAN","Glutamate receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=GRIP1 PE=1 SV=3","GRIP1",69,26,0,28.1,0.275283708748031,19.5664647135927,2.00104141537615,0.0579786026336638,0.240707351074107,-4.6603946183709
"SJPG0107317.001","sp|Q9C0E4|GRIP2_HUMAN","Glutamate receptor-interacting protein 2 OS=Homo sapiens OX=9606 GN=GRIP2 PE=1 SV=4","GRIP2",14,10,0,9.68,0.247147714804932,17.1759992812602,2.23828007733722,0.035735631857752,0.184542364190538,-4.23516481466176
"SJPG0101222.001","sp|Q4V328|GRAP1_HUMAN","GRIP1-associated protein 1 OS=Homo sapiens OX=9606 GN=GRIPAP1 PE=1 SV=2","GRIPAP1",321,65,0,69.56,0.292312818299926,21.3452544212708,1.61625598838084,0.120404864278501,0.345194382126871,-5.27774033351956
"SJPG0102976.001","sp|P25098|ARBK1_HUMAN","Beta-adrenergic receptor kinase 1 OS=Homo sapiens OX=9606 GN=GRK2 PE=1 SV=2","GRK2",46,21,14,34.83,-0.0723470927454493,19.2867961525004,-0.650983733960156,0.521853317032886,0.747202774696381,-6.32512402428589
"SJPG0103734.001","sp|P35626|ARBK2_HUMAN","Beta-adrenergic receptor kinase 2 OS=Homo sapiens OX=9606 GN=GRK3 PE=1 SV=2","GRK3",26,14,7,23.11,-0.0393055465046217,18.7030804141172,-0.436303538317142,0.666902595236794,0.839553678054439,-6.44299406527979
"SJPG0104028.001","sp|P32298|GRK4_HUMAN","G protein-coupled receptor kinase 4 OS=Homo sapiens OX=9606 GN=GRK4 PE=1 SV=3","GRK4",6,2,0,4.15,-0.218787803645185,17.9042259146636,-1.40390406822907,0.17441914873382,0.416125159440885,-5.57440819318376
"SJPG0106073.001","sp|P34947|GRK5_HUMAN","G protein-coupled receptor kinase 5 OS=Homo sapiens OX=9606 GN=GRK5 PE=1 SV=1","GRK5",22,9,2,19.15,0.057939385189858,17.7046842676002,0.389758006158701,0.700493420286097,0.858624288907979,-6.46253227651218
"SJPG0105279.001","sp|P43250|GRK6_HUMAN","G protein-coupled receptor kinase 6 OS=Homo sapiens OX=9606 GN=GRK6 PE=1 SV=2","GRK6",32,17,0,35.24,-0.176176736769055,19.3106276535113,-1.54480506693105,0.136772588341183,0.366949321275085,-5.38130041756455
"SJPG0103762.001","sp|Q13255|GRM1_HUMAN","Metabotropic glutamate receptor 1 OS=Homo sapiens OX=9606 GN=GRM1 PE=1 SV=3","GRM1",50,18,1,15.66,0.306494957863368,19.6754947436514,1.81354677819113,0.0835246480832475,0.286464057266954,-4.97324199712176
"SJPG0103010.001","sp|Q14416|GRM2_HUMAN","Metabotropic glutamate receptor 2 OS=Homo sapiens OX=9606 GN=GRM2 PE=1 SV=2","GRM2",15,10,0,11.58,0.000845578316361895,18.3446867804821,0.00832627850430452,0.993432316968179,0.996998578047133,-6.54003366368228
"SJPG0102186.001","sp|Q14832|GRM3_HUMAN","Metabotropic glutamate receptor 3 OS=Homo sapiens OX=9606 GN=GRM3 PE=1 SV=2","GRM3",48,20,3,23.66,-0.0331727862133278,18.8024467371509,-0.390439327463726,0.699996965913355,0.858381883725965,-6.46226192241276
"SJPG0108941.001","sp|Q14833|GRM4_HUMAN","Metabotropic glutamate receptor 4 OS=Homo sapiens OX=9606 GN=GRM4 PE=2 SV=1","GRM4",2,2,0,2.52,0.00964791607664139,16.1634708123617,0.12851912265042,0.898915251257986,0.957901696145971,-6.5316120193681
"SJPG0102460.001","sp|P41594|GRM5_HUMAN","Metabotropic glutamate receptor 5 OS=Homo sapiens OX=9606 GN=GRM5 PE=1 SV=2","GRM5",167,46,1,33.83,0.401859418669403,20.4102946307112,2.23788713692059,0.0357649569273472,0.184542364190538,-4.23589412988168
"SJPG0108940.001","sp|Q14831|GRM7_HUMAN","Metabotropic glutamate receptor 7 OS=Homo sapiens OX=9606 GN=GRM7 PE=1 SV=1","GRM7",7,6,0,7.65,0.137820882111811,16.8370919426603,1.01304647762648,0.322139091116578,0.581410110785052,-6.02662791856546
"SJPG0109555.001","sp|P28799|GRN_HUMAN","Progranulin OS=Homo sapiens OX=9606 GN=GRN PE=1 SV=2","GRN",8,3,0,3.04,0.652703005112162,18.9476137624403,2.88962147793774,0.0085501375487509,0.0835323921989526,-2.9319096659853
"SJPG0101407.001","sp|Q9HAV7|GRPE1_HUMAN","GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2","GRPEL1",66,15,3,64.51,0.255033278793199,21.0414989635073,0.769820366294356,0.449659899870074,0.692952917071861,-6.24064702269253
"SJPG0104122.001","sp|Q12849|GRSF1_HUMAN","G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3","GRSF1",67,21,0,55.42,0.131836519760444,19.9872385164294,0.910786901797306,0.372358902063727,0.627810630015821,-6.12320381713602
"SJPG0107662.001","sp|Q5TC63|GRTP1_HUMAN","Growth hormone-regulated TBC protein 1 OS=Homo sapiens OX=9606 GN=GRTP1 PE=1 SV=4","GRTP1",3,1,0,2.08,-0.0692976320352514,19.5263557425994,-0.389830554709682,0.700440550243792,0.858624288907979,-6.46250351077429
"SJPG0106268.001","sp|Q9BQ67|GRWD1_HUMAN","Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1","GRWD1",21,8,2,22.65,0.223779770880679,17.9239834033184,2.37073759703283,0.027014022011328,0.157927014471587,-3.9849372518638
"SJPG0122910.001","tr|Q96S04|Q96S04_HUMAN","Uncharacterized protein gs78 OS=Homo sapiens OX=9606 GN=gs78 PE=4 SV=1","gs78",1,1,1,5.47,0.430432730396948,18.1873106603865,1.57119999838155,0.130523553415793,0.357204686276988,-5.34347525130958
"SJPG0115102.001","sp|Q96QA5|GSDMA_HUMAN","Gasdermin-A OS=Homo sapiens OX=9606 GN=GSDMA PE=1 SV=4","GSDMA",6,4,2,8.99,0.480614134900861,17.3046156473383,1.82976018915201,0.0809817741157311,0.282994962558915,-4.94706012046499
"SJPG0109178.001","sp|P57764|GSDMD_HUMAN","Gasdermin-D OS=Homo sapiens OX=9606 GN=GSDMD PE=1 SV=1","GSDMD",11,4,0,13.22,-0.178611056120978,16.6865983922024,-1.71472439937623,0.10056422069008,0.315322706339337,-5.12908012703069
"SJPG0103881.001","sp|O60443|GSDME_HUMAN","Gasdermin-E OS=Homo sapiens OX=9606 GN=GSDME PE=1 SV=2","GSDME",24,12,4,24.19,-0.087857640084664,18.9574085816107,-0.792752638382881,0.436456332179286,0.681904641142839,-6.22280221164792
"SJPG0101318.001","sp|Q6UXU4|GSG1L_HUMAN","Germ cell-specific gene 1-like protein OS=Homo sapiens OX=9606 GN=GSG1L PE=1 SV=2","GSG1L",4,2,0,9.06,0.671969032903849,16.5873758594705,3.79163518669954,0.00101243122039973,0.0235866187949107,-0.917639963087383
"SJPG0101856.001","sp|P49840|GSK3A_HUMAN","Glycogen synthase kinase-3 alpha OS=Homo sapiens OX=9606 GN=GSK3A PE=1 SV=2","GSK3A",77,19,12,44.51,-0.0535270371598351,19.9480590635369,-0.603559417675262,0.552359232104892,0.769275677388676,-6.35504745109995
"SJPG0102061.001","sp|P49841|GSK3B_HUMAN","Glycogen synthase kinase-3 beta OS=Homo sapiens OX=9606 GN=GSK3B PE=1 SV=2","GSK3B",87,19,0,57.38,0.0692937597496623,20.0437037801497,0.657922006017014,0.51746910414094,0.743544222200785,-6.32056365125363
"SJPG0100142.001","sp|P06396|GELS_HUMAN","Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1","GSN",471,50,1,59.33,-0.470448264282059,23.5078981395859,-2.51942315160603,0.0195887572499245,0.132656037450887,-3.69426424866556
"SJPG0102410.001","sp|P15170|ERF3A_HUMAN","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1","GSPT1",171,28,0,53.51,-0.0870404224330521,23.5505347121461,-0.792709112963193,0.43648116421771,0.681904641142839,-6.2228365492424
"SJPG0104328.001","sp|Q8IYD1|ERF3B_HUMAN","Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens OX=9606 GN=GSPT2 PE=1 SV=2","GSPT2",157,29,12,40.6,-0.0746127395565459,23.5474524600201,-0.717865039705727,0.480455607069284,0.717163263613729,-6.27923797597383
"SJPG0101129.001","sp|P00390|GSHR_HUMAN","Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2","GSR",30,13,0,33.91,-0.236098786002202,18.1217048733026,-1.63056334094974,0.117332339319502,0.339600343934307,-5.2565622679649
"SJPG0102962.001","sp|P48637|GSHB_HUMAN","Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1","GSS",15,9,1,20.46,-0.0166316687451307,17.7804883872281,-0.126861033993189,0.900212050668282,0.957901696145971,-6.53182875001616
"SJPG0103933.001","sp|O15217|GSTA4_HUMAN","Glutathione S-transferase A4 OS=Homo sapiens OX=9606 GN=GSTA4 PE=1 SV=1","GSTA4",6,3,1,10.81,-0.250481673540346,16.7748157885215,-1.95787406979113,0.0631526114137732,0.251460985174465,-4.73433359380984
"SJPG0110014.001","sp|Q8NEC7|GSTCD_HUMAN","Glutathione S-transferase C-terminal domain-containing protein OS=Homo sapiens OX=9606 GN=GSTCD PE=1 SV=2","GSTCD",1,1,1,1.42,-0.119274486750255,15.9583693152886,-0.852338251735691,0.403284072766703,0.654954854899378,-6.17413511116539
"SJPG0103213.001","sp|Q9Y2Q3|GSTK1_HUMAN","Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3","GSTK1",166,22,0,75.22,0.101993392733746,21.8217297941731,0.926240143149462,0.364452087030763,0.622665277208128,-6.10921523378901
"SJPG0100321.001","sp|P09488|GSTM1_HUMAN","Glutathione S-transferase Mu 1 OS=Homo sapiens OX=9606 GN=GSTM1 PE=1 SV=3","GSTM1",45,14,0,60.55,-0.286298729054092,19.5108906648204,-1.3675181317271,0.185383434295767,0.431063191746287,-5.62179757322686
"SJPG0100316.001","sp|P28161|GSTM2_HUMAN","Glutathione S-transferase Mu 2 OS=Homo sapiens OX=9606 GN=GSTM2 PE=1 SV=2","GSTM2",96,19,0,82.11,-0.0527348697670043,21.8637093209474,-0.329686719140488,0.744780369731498,0.883307868723882,-6.48453530573596
"SJPG0100664.001","sp|P21266|GSTM3_HUMAN","Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3","GSTM3",330,26,0,78.22,-0.00931308156229704,23.0111541221334,-0.0497495683061258,0.96077449916621,0.98482545829913,-6.53880149334963
"SJPG0101527.001","sp|Q03013|GSTM4_HUMAN","Glutathione S-transferase Mu 4 OS=Homo sapiens OX=9606 GN=GSTM4 PE=1 SV=3","GSTM4",34,11,0,57.8,-0.24635935609815,19.4682249214905,-1.32786117455768,0.197946872353751,0.446742858470907,-5.67225561090931
"SJPG0100486.001","sp|P46439|GSTM5_HUMAN","Glutathione S-transferase Mu 5 OS=Homo sapiens OX=9606 GN=GSTM5 PE=1 SV=3","GSTM5",41,12,0,56.88,-0.169618745442357,21.8882510252708,-1.0125658554545,0.322363545433412,0.581637779081496,-6.02710374706275
"SJPG0100436.001","sp|P78417|GSTO1_HUMAN","Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2","GSTO1",103,19,0,48.13,-0.365845938356621,20.5155640429549,-1.84359620937653,0.078865187722575,0.278688409619458,-4.9245833255951
